bq-results-20260416-225210-1776379941014
user_pseudo_id,conversion,page_views,scrolls,form_starts,device_category,medium,engagement_level
1282785133.1774600000,0,1,0,0,desktop,(none),Low
579189317.1774770000,0,1,0,0,desktop,(none),Low
68047444.1773163000,0,3,0,0,mobile,(none),Low
1949031394.1773900000,0,1,0,0,desktop,organic,Low
1397111736.1773900000,0,11,1,0,desktop,cpc,High
136899979.1774020000,0,1,0,0,desktop,(none),Low
545967587.1773920000,0,2,0,0,mobile,(none),Low
1625665162.1774300000,0,1,0,0,desktop,organic,Low
1185631976.1774400000,0,6,1,0,mobile,(none),Medium
1882101567.1774500000,0,1,0,0,desktop,(none),Low
1558652261.1775000000,0,1,0,0,desktop,referral,Low
1786396110.1775100000,0,1,0,0,desktop,organic,Low
1072314075.1775100000,0,2,0,0,desktop,organic,Low
1281197795.1775100000,0,4,2,0,mobile,organic,Medium
1083853867.1775200000,0,3,1,0,desktop,organic,Low
1563296468.1775000000,0,11,3,0,desktop,cpc,High
520749292.1775060000,0,3,1,0,desktop,organic,Low
63125365.1774646000,0,1,0,0,desktop,organic,Low
1794108130.1775300000,0,3,0,0,mobile,cpc,Low
195094183.1774800000,0,1,1,0,desktop,organic,Low
225735791.1773870000,0,1,1,0,desktop,cpc,Low
1572526318.1775000000,0,1,0,0,desktop,(none),Low
1241082879.1774100000,0,4,0,0,mobile,organic,Medium
149405922.1773940000,0,12,1,0,mobile,organic,High
189350017.1774540000,0,1,1,0,mobile,(none),Low
882505956.1773870000,0,42,7,0,desktop,(none),High
763275459.1773960000,0,1,0,0,mobile,(none),Low
1624653575.1772900000,0,46,7,1,mobile,(none),High
2099881160.1774700000,0,2,0,0,desktop,organic,Low
323234551.1773930000,0,6,3,0,desktop,organic,Medium
1023471828.1744900000,0,2,1,0,desktop,(none),Low
345015406.1774040000,0,1,0,0,desktop,(none),Low
1060348062.1775400000,0,6,3,0,mobile,organic,Medium
776857608.1774450000,0,4,0,0,mobile,organic,Medium
1599882662.1774900000,0,1,0,0,mobile,organic,Low
1508189288.1774600000,0,1,0,0,desktop,(none),Low
1455573166.1774000000,0,1,0,0,desktop,organic,Low
252438036.1774890000,0,1,0,0,desktop,(none),Low
905608133.1775340000,0,13,3,0,mobile,organic,High
1748743953.1773100000,0,5,3,0,mobile,referral,Medium
1766515672.1773200000,0,10,3,0,mobile,referral,Medium
1159390534.1773900000,0,14,0,0,desktop,cpc,High
1962774071.1773900000,0,1,0,0,desktop,cpc,Low
705639934.1774270000,0,1,0,0,mobile,organic,Low
2139576416.1774500000,0,2,0,0,desktop,organic,Low
932372031.1774660000,0,1,0,0,mobile,organic,Low
1908398541.1775100000,0,1,0,0,desktop,(none),Low
558668766.1773300000,0,2,0,0,mobile,organic,Low
117742089.1774640000,0,1,0,0,desktop,organic,Low
1552443495.1774900000,0,3,0,0,mobile,organic,Low
219050052.1775150000,0,3,1,0,tablet,organic,Low
87234930.1773008000,0,1,0,0,mobile,(none),Low
1666127467.1642700000,0,1,0,0,desktop,(none),Low
1485413103.1774800000,0,1,1,0,desktop,organic,Low
568856366.1775230000,0,1,0,0,desktop,organic,Low
1863156633.1775000000,0,1,0,0,mobile,(none),Low
192834373.1774200000,0,1,0,0,desktop,organic,Low
1657137966.1773200000,0,3,1,0,desktop,organic,Low
609657690.1775360000,0,5,0,3,desktop,(none),Medium
400752360.1773130000,0,3,0,0,mobile,,Low
246101257.1774110000,0,3,0,0,desktop,cpc,Low
612352891.1773560000,0,2,1,0,desktop,organic,Low
1360528852.1774400000,0,2,2,0,mobile,(none),Low
1170480519.1774600000,0,6,0,0,desktop,referral,Medium
988136099.1773860000,0,2,1,0,desktop,organic,Low
990785111.1774000000,0,1,0,0,mobile,organic,Low
1590650296.1774000000,0,8,4,0,desktop,organic,Medium
461988199.1775090000,0,3,0,0,desktop,referral,Low
1998349211.1775100000,0,5,1,0,desktop,organic,Medium
1237601127.1775300000,0,1,1,0,desktop,(none),Low
488779450.1773090000,0,1,1,0,desktop,(none),Low
1818224894.1774400000,0,13,2,0,desktop,organic,High
146049379.1774660000,0,5,0,0,tablet,(none),Medium
1102675480.1774100000,0,1,0,0,desktop,(none),Low
927993467.1773350000,0,2,0,0,mobile,(none),Low
1921631783.1773900000,0,1,0,0,desktop,cpc,Low
1504681412.1774800000,0,1,1,0,desktop,referral,Low
1386191226.1775300000,0,1,1,0,mobile,(none),Low
1416097566.1775300000,0,4,0,0,mobile,(none),Medium
694720018.1774730000,0,1,0,0,desktop,referral,Low
246049517.1773360000,0,25,0,0,mobile,organic,High
647519451.1774460000,0,1,0,0,desktop,organic,Low
651398604.1763590000,0,11,4,0,desktop,(none),High
2079556127.1774200000,0,2,0,0,desktop,organic,Low
1813817333.1774100000,0,1,0,0,desktop,referral,Low
1829333255.1775300000,0,1,0,0,mobile,organic,Low
1775575854.1774600000,0,2,1,0,desktop,organic,Low
497379969.1774810000,0,1,0,0,desktop,organic,Low
1719763275.1774000000,0,1,0,0,mobile,organic,Low
1887144095.1773300000,0,1,1,0,desktop,(none),Low
792089134.1773960000,0,1,0,0,desktop,(none),Low
2028053855.1774000000,0,1,0,0,desktop,(none),Low
2082188349.1774800000,0,4,1,0,mobile,organic,Medium
980370127.1775170000,0,1,0,0,mobile,organic,Low
264660237.1775140000,0,1,0,0,desktop,(none),Low
723219315.1775140000,0,1,0,0,desktop,(none),Low
1352372620.1774600000,0,1,0,0,desktop,organic,Low
1999068143.1775200000,0,2,0,0,desktop,(none),Low
2062390711.1774600000,0,4,0,0,desktop,cpc,Medium
146114755.1774560000,0,1,0,0,desktop,(none),Low
2053738071.1773900000,0,1,1,0,mobile,(none),Low
854654573.1743110000,0,5,3,0,desktop,(none),Medium
668433461.1775350000,0,2,1,0,mobile,organic,Low
1954101268.1774600000,0,1,0,0,desktop,(none),Low
890495749.1774570000,0,1,0,0,desktop,(none),Low
2002833582.1773400000,0,1,0,0,desktop,organic,Low
1914070440.1772500000,0,1,0,0,mobile,organic,Low
654317589.1773070000,0,1,1,0,mobile,(none),Low
974079693.1773940000,0,1,1,0,desktop,organic,Low
333616149.1753810000,0,17,7,0,desktop,(none),High
798362823.1775000000,0,1,0,0,desktop,organic,Low
459213278.1775140000,0,1,0,0,desktop,(none),Low
1089975985.1774400000,0,1,0,0,desktop,(none),Low
484646646.1774540000,0,1,0,0,desktop,organic,Low
216963089.1774610000,0,1,0,0,desktop,(none),Low
1201505134.1774800000,0,1,0,0,desktop,(none),Low
640211361.1774960000,0,1,0,0,desktop,organic,Low
314702547.1775070000,0,1,1,0,desktop,(none),Low
545166041.1775350000,0,1,1,0,desktop,(none),Low
1112489372.1774000000,0,5,1,0,desktop,organic,Medium
747861212.1774360000,0,3,0,0,desktop,organic,Low
1305545298.1774600000,0,8,1,0,mobile,organic,Medium
1069155978.1774500000,0,4,2,0,desktop,(none),Medium
2023004642.1774000000,0,3,0,0,mobile,organic,Low
411485065.1774560000,0,2,0,0,desktop,organic,Low
1823871376.1774200000,0,2,0,0,desktop,(none),Low
979116036.1773360000,0,2,0,0,desktop,organic,Low
1988274332.1773800000,0,5,0,0,mobile,(none),Medium
1176480036.1773200000,0,1,0,0,desktop,referral,Low
2019951562.1774200000,0,1,0,0,mobile,referral,Low
1355998155.1774900000,0,1,0,0,mobile,(none),Low
1309149451.1775000000,0,1,0,0,mobile,organic,Low
500495369.1773870000,0,2,0,0,desktop,organic,Low
322709899.1774630000,0,6,0,0,desktop,(none),Medium
984980831.1774630000,0,6,3,0,desktop,(none),Medium
1944301106.1774900000,0,2,1,0,desktop,organic,Low
315175699.1775140000,0,1,0,0,desktop,(none),Low
1973014380.1773900000,0,3,0,0,desktop,referral,Low
2123294014.1774000000,0,8,0,0,desktop,organic,Medium
434443959.1773950000,0,1,0,0,desktop,referral,Low
1862759502.1774500000,0,4,0,0,desktop,(none),Medium
18979200.1774378000,1,23,4,2,desktop,organic,High
795783732.1775020000,0,1,0,0,mobile,organic,Low
1790165473.1774500000,0,1,0,0,desktop,(none),Low
2143897140.1772000000,0,3,1,0,desktop,(none),Low
1488909290.1775000000,1,34,2,3,desktop,organic,High
242584272.1775340000,0,1,0,0,desktop,(none),Low
1565429396.1770100000,0,5,1,0,desktop,(none),Medium
509180103.1775320000,0,3,0,0,mobile,organic,Low
1244349120.1775200000,0,1,1,0,desktop,organic,Low
2137082941.1775400000,0,2,0,0,mobile,organic,Low
161069906.1774030000,0,1,0,0,mobile,(none),Low
1696546027.1775300000,0,1,1,0,mobile,organic,Low
591534311.1773930000,0,1,0,0,mobile,organic,Low
409844981.1773930000,0,1,0,0,mobile,organic,Low
578317365.1773940000,0,1,0,0,mobile,(none),Low
439729235.1774150000,0,1,0,0,desktop,organic,Low
692678311.1774160000,0,2,0,0,mobile,organic,Low
971155945.1774660000,0,1,0,0,mobile,organic,Low
841534642.1774770000,0,4,0,0,mobile,,Medium
1278206534.1775300000,0,1,0,0,tablet,organic,Low
1264828871.1773200000,0,3,0,0,mobile,organic,Low
1494445112.1774800000,0,3,3,0,desktop,organic,Low
353694010.1774040000,0,1,0,0,desktop,referral,Low
1840055701.1775200000,0,1,0,0,desktop,organic,Low
2013946713.1774400000,0,1,0,0,mobile,referral,Low
1510345598.1775100000,0,1,0,0,desktop,organic,Low
1285828473.1775100000,0,1,0,0,desktop,(none),Low
111215421.1774480000,0,3,1,0,desktop,cpc,Low
1188959693.1774300000,0,13,3,0,desktop,(none),High
420626519.1774640000,0,2,0,0,desktop,organic,Low
1867495734.1773800000,0,5,2,0,mobile,organic,Medium
811423704.1773510000,0,4,1,0,mobile,(none),Medium
893012900.1774290000,0,3,1,0,desktop,organic,Low
449668784.1774650000,0,1,0,0,mobile,organic,Low
1096179435.1773900000,0,2,0,0,desktop,organic,Low
1195375780.1774500000,0,8,2,0,desktop,organic,Medium
1116071710.1772900000,0,4,0,0,mobile,organic,Medium
982853914.1695160000,0,2,0,0,desktop,organic,Low
892592840.1775360000,0,1,0,0,mobile,organic,Low
1181781833.1774400000,0,1,0,0,desktop,(none),Low
900811938.1773940000,0,1,0,0,mobile,(none),Low
144593710.1774280000,0,1,0,0,desktop,organic,Low
1761988276.1774900000,0,1,0,0,desktop,organic,Low
59779387.1774456000,0,4,1,0,desktop,organic,Medium
1755037924.1774600000,0,12,1,0,mobile,organic,High
1379248150.1774300000,0,1,0,0,mobile,organic,Low
304560152.1774320000,0,2,1,0,desktop,organic,Low
707458130.1774630000,0,1,0,0,mobile,(none),Low
1856944500.1773000000,0,23,8,1,desktop,(none),High
544440630.1771350000,0,5,1,0,mobile,(none),Medium
1129832998.1769100000,0,7,2,0,desktop,(none),Medium
2035331733.1770300000,0,33,4,0,mobile,organic,High
1938634692.1773700000,0,51,9,0,desktop,(none),High
243594435.1773620000,0,7,1,0,desktop,organic,Medium
538338242.1773760000,0,2,0,0,desktop,organic,Low
1717696586.1773900000,0,1,0,0,mobile,organic,Low
733160883.1773860000,0,1,0,0,desktop,organic,Low
1664491258.1773900000,0,1,0,0,desktop,organic,Low
1666600654.1773900000,0,14,1,0,desktop,organic,High
1055891693.1774000000,0,2,0,0,desktop,organic,Low
1771838698.1765900000,0,4,0,0,desktop,(none),Medium
895025652.1756910000,0,1,1,0,desktop,(none),Low
995304778.1774030000,0,1,0,0,desktop,(none),Low
1768408652.1774000000,0,4,0,0,mobile,organic,Medium
622294496.1774280000,0,4,0,0,mobile,(none),Medium
1667361991.1774300000,0,1,0,0,desktop,(none),Low
2125695107.1774300000,0,26,4,0,desktop,(none),High
1512198894.1774300000,0,1,0,0,mobile,organic,Low
1859149548.1774400000,0,2,0,0,desktop,organic,Low
1235494359.1774400000,0,2,1,0,desktop,organic,Low
527712540.1774380000,0,1,0,0,desktop,organic,Low
746459922.1774380000,0,1,0,0,desktop,organic,Low
1149455454.1774500000,0,8,1,1,desktop,(none),Medium
70191535.1774467000,0,1,1,0,desktop,organic,Low
310757440.1774540000,0,1,0,0,desktop,organic,Low
1053317118.1774600000,0,2,0,0,desktop,organic,Low
1792756590.1774600000,0,2,0,0,desktop,(none),Low
1029527188.1774600000,0,8,1,0,desktop,organic,Medium
1364576115.1774700000,0,1,0,0,desktop,(none),Low
1772287684.1774600000,0,2,0,0,desktop,(none),Low
1264258811.1774900000,0,1,0,0,mobile,organic,Low
135975906.1774980000,0,18,4,0,desktop,(none),High
652638206.1774990000,0,1,1,0,desktop,organic,Low
1077647571.1775000000,0,1,0,0,desktop,organic,Low
1033438142.1775100000,0,1,0,0,desktop,organic,Low
1208582593.1746000000,0,12,1,0,desktop,organic,High
416296810.1775320000,0,1,0,0,mobile,(none),Low
1691644553.1774500000,0,2,1,0,mobile,organic,Low
1677221996.1774400000,0,8,4,0,desktop,organic,Medium
700570993.1774440000,0,3,0,0,desktop,cpc,Low
1142460980.1775100000,0,6,2,0,mobile,organic,Medium
470733129.1772060000,0,3,0,0,desktop,(none),Low
117270853.1774550000,0,4,0,0,desktop,organic,Medium
106597363.1774920000,0,2,0,0,desktop,referral,Low
658689752.1774310000,0,1,0,0,desktop,(none),Low
129239293.1774460000,0,1,0,0,mobile,(none),Low
1554107571.1774500000,0,2,0,0,mobile,referral,Low
13965961.1774293000,0,1,0,0,desktop,referral,Low
1900336757.1771400000,0,4,2,0,desktop,(none),Medium
1666669455.1773900000,0,1,0,0,desktop,referral,Low
1798839965.1775100000,0,3,0,0,desktop,organic,Low
528719134.1774780000,0,1,0,0,desktop,(none),Low
2035920547.1774800000,0,1,0,0,desktop,(none),Low
1226131275.1774800000,0,1,0,0,desktop,(none),Low
1017426061.1774800000,0,1,0,0,desktop,(none),Low
14988799.1774777000,0,1,0,0,desktop,(none),Low
1141669563.1775000000,0,1,0,0,desktop,(none),Low
331120331.1775250000,0,1,0,0,mobile,(none),Low
934670444.1775350000,0,1,0,0,desktop,(none),Low
1377592556.1774400000,0,2,0,0,desktop,organic,Low
2129065530.1773100000,0,4,1,0,mobile,organic,Medium
729001590.1773450000,0,2,0,0,mobile,(none),Low
932699784.1773760000,0,7,1,0,mobile,(none),Medium
1814605440.1773900000,0,1,1,0,desktop,organic,Low
396857372.1773860000,0,1,0,0,mobile,organic,Low
427007364.1773870000,0,1,0,0,desktop,organic,Low
224535752.1773950000,0,1,0,0,desktop,(none),Low
254834266.1773950000,0,2,1,0,desktop,(none),Low
1352407106.1774000000,0,1,0,0,desktop,organic,Low
1837300129.1774000000,0,8,1,0,desktop,(none),Medium
742849544.1774020000,0,1,1,0,mobile,organic,Low
1350264495.1774000000,0,1,0,0,desktop,(none),Low
687200846.1774040000,0,2,1,0,desktop,(none),Low
1662117717.1774100000,0,2,0,0,desktop,organic,Low
931215767.1774160000,0,3,0,0,desktop,referral,Low
846791258.1774200000,0,1,0,0,mobile,referral,Low
1103438873.1774300000,0,1,0,0,desktop,(none),Low
919052095.1774360000,0,1,0,0,desktop,referral,Low
695921821.1774370000,0,2,1,0,desktop,organic,Low
1840050773.1774500000,0,1,0,0,desktop,(none),Low
1677981146.1774600000,0,1,0,0,desktop,(none),Low
1264354299.1774700000,0,1,0,0,desktop,referral,Low
1799897446.1774700000,0,2,1,0,desktop,cpc,Low
9944113.1774798500,0,1,0,0,desktop,(none),Low
786438750.1774820000,0,10,0,0,mobile,organic,Medium
384923903.1774840000,0,1,0,0,desktop,referral,Low
915837500.1774880000,0,2,0,0,desktop,cpc,Low
512020777.1774900000,0,5,2,0,desktop,referral,Medium
1704211489.1774900000,0,2,1,0,mobile,organic,Low
510314688.1774910000,0,1,0,0,desktop,(none),Low
1635085739.1774900000,0,1,0,0,desktop,organic,Low
896671153.1774930000,0,3,0,0,desktop,referral,Low
1730162150.1775100000,0,1,0,0,desktop,(none),Low
1399189674.1775200000,0,4,0,0,mobile,organic,Medium
983662269.1775230000,0,2,0,0,desktop,(none),Low
708827711.1775260000,0,1,0,0,desktop,(none),Low
2059858545.1775300000,0,1,0,0,desktop,organic,Low
704797750.1775320000,0,1,0,0,mobile,referral,Low
2102679847.1774200000,0,1,0,0,mobile,(none),Low
1933528260.1774600000,0,1,1,0,desktop,(none),Low
721391652.1775090000,0,3,0,0,desktop,cpc,Low
139452960.1772960000,0,5,3,0,desktop,referral,Medium
762939503.1775340000,0,1,1,0,desktop,referral,Low
1614986969.1773900000,0,1,0,0,mobile,organic,Low
1482189035.1770000000,0,6,0,0,desktop,organic,Medium
290666397.1774830000,0,1,0,0,desktop,(none),Low
1101258798.1775300000,0,1,0,0,mobile,organic,Low
174992643.1773880000,0,1,1,0,desktop,organic,Low
2064992174.1774300000,0,1,0,0,desktop,(none),Low
1047438588.1774500000,0,1,1,0,desktop,organic,Low
877272250.1764760000,0,1,1,0,desktop,(none),Low
1959868090.1774200000,0,1,1,0,desktop,organic,Low
160075552.1774460000,0,1,1,0,mobile,referral,Low
1407512569.1771500000,1,4,0,2,desktop,(none),Medium
19972644.1775133000,0,1,0,0,mobile,referral,Low
1825500907.1775300000,0,2,0,0,mobile,(none),Low
953949732.1772980000,0,2,0,0,mobile,organic,Low
532677611.1771010000,0,3,1,0,desktop,(none),Low
475525016.1773860000,0,1,0,0,desktop,(none),Low
94609438.1769625000,0,38,1,0,desktop,(none),High
1659605745.1773900000,0,20,2,0,desktop,(none),High
1768877786.1774000000,0,1,0,0,mobile,organic,Low
516195457.1774030000,0,6,1,0,desktop,organic,Medium
1594199181.1755000000,0,1,0,0,desktop,(none),Low
2102328079.1774000000,0,2,0,0,desktop,organic,Low
939152240.1774570000,0,1,0,0,desktop,organic,Low
611708260.1774020000,0,3,0,0,desktop,organic,Low
566133637.1774540000,0,2,0,0,mobile,organic,Low
331692733.1774980000,0,1,0,0,mobile,(none),Low
542432612.1773870000,0,17,5,0,desktop,organic,High
70456152.1774366000,0,1,0,0,desktop,referral,Low
1204188809.1774300000,0,4,0,0,mobile,(none),Medium
1506541933.1775200000,0,3,0,0,desktop,organic,Low
131482614.1774000000,0,1,0,0,desktop,(none),Low
591255118.1774210000,0,1,1,0,desktop,(none),Low
1774527176.1773300000,0,5,1,0,mobile,referral,Medium
844489847.1773930000,0,1,0,0,desktop,(none),Low
513048545.1774490000,0,4,1,0,mobile,,Medium
1317193790.1774600000,0,2,1,0,mobile,organic,Low
2109781022.1773100000,0,6,0,0,mobile,(none),Medium
1481565050.1773600000,0,1,0,0,desktop,organic,Low
222091519.1773070000,0,25,6,1,mobile,organic,High
1068649156.1774600000,0,8,1,0,mobile,organic,Medium
1432188074.1775200000,0,1,0,0,desktop,(none),Low
859578976.1774360000,0,2,0,0,mobile,organic,Low
51371215.1774642000,0,1,0,0,desktop,organic,Low
965985731.1775240000,0,1,0,0,desktop,organic,Low
876823430.1774360000,0,1,0,0,mobile,organic,Low
1331318263.1774400000,0,4,1,0,desktop,organic,Medium
1032051398.1774300000,0,1,0,0,mobile,organic,Low
2111875232.1774400000,0,1,0,0,desktop,organic,Low
417582142.1773780000,0,1,0,0,desktop,(none),Low
938120433.1769630000,0,4,2,0,desktop,organic,Medium
259627444.1774550000,0,1,0,0,mobile,(none),Low
105969243.1774960000,0,1,1,0,desktop,organic,Low
1689549485.1774200000,0,5,1,0,desktop,organic,Medium
518209415.1774280000,0,1,0,0,desktop,organic,Low
589061222.1774360000,0,1,0,0,desktop,organic,Low
359639034.1774470000,0,1,0,0,desktop,(none),Low
1427063445.1774500000,0,2,0,0,desktop,organic,Low
716548857.1773940000,0,1,0,0,desktop,organic,Low
635108554.1774100000,0,4,2,0,desktop,referral,Medium
1898992099.1774400000,0,1,0,0,desktop,organic,Low
1186580328.1775000000,0,7,3,1,desktop,(none),Medium
1908701200.1774400000,0,1,0,0,desktop,(none),Low
1697019952.1774800000,0,1,0,0,mobile,organic,Low
582485536.1773440000,0,3,1,0,mobile,organic,Low
540084876.1773860000,0,1,0,0,desktop,(none),Low
1726957347.1773900000,0,1,0,0,desktop,(none),Low
1495952427.1773900000,0,1,0,0,desktop,email,Low
86404343.1773865000,0,1,0,0,desktop,email,Low
1296832952.1773900000,0,1,0,0,desktop,email,Low
1950415510.1773900000,0,1,0,0,desktop,(none),Low
1587292399.1773900000,0,1,0,0,desktop,(none),Low
1146448353.1773900000,0,1,0,0,desktop,(none),Low
382412022.1773910000,0,1,0,0,desktop,(none),Low
41345741.1773906000,0,1,0,0,desktop,(none),Low
1640451136.1773900000,0,1,0,0,desktop,(none),Low
1145474350.1773900000,0,1,0,0,desktop,(none),Low
1062867982.1773900000,0,1,0,0,desktop,(none),Low
1851260744.1773900000,0,1,0,0,desktop,(none),Low
1751501111.1773900000,0,1,0,0,desktop,(none),Low
356094588.1773910000,0,1,0,0,desktop,(none),Low
1806171299.1773900000,0,1,0,0,desktop,(none),Low
1012933097.1773900000,0,1,0,0,desktop,(none),Low
561030004.1773910000,0,1,0,0,desktop,(none),Low
128433138.1773910000,0,1,0,0,desktop,(none),Low
168569271.1773910000,0,1,0,0,desktop,(none),Low
1343438005.1773900000,0,1,0,0,desktop,(none),Low
1056253053.1773900000,0,1,0,0,desktop,(none),Low
1168734765.1773900000,0,1,0,0,desktop,(none),Low
201121510.1773910000,0,1,0,0,desktop,(none),Low
1731215053.1773900000,0,1,0,0,desktop,(none),Low
1113748334.1773900000,0,1,0,0,desktop,(none),Low
788851655.1773920000,0,1,0,0,desktop,(none),Low
1836577016.1773900000,0,8,4,0,mobile,organic,Medium
1172497592.1774000000,0,1,0,0,desktop,(none),Low
2028900362.1774000000,0,1,0,0,desktop,(none),Low
1917074736.1774000000,0,1,0,0,desktop,(none),Low
1393786607.1774000000,0,1,0,0,desktop,(none),Low
440196892.1774050000,0,1,0,0,desktop,(none),Low
1966985547.1774000000,0,1,0,0,desktop,(none),Low
1504758545.1774000000,0,1,0,0,desktop,(none),Low
150169221.1774050000,0,1,0,0,desktop,(none),Low
221174839.1774050000,0,1,0,0,desktop,(none),Low
1320770317.1774000000,0,1,0,0,desktop,(none),Low
496250343.1774050000,0,1,0,0,desktop,(none),Low
462195375.1774050000,0,1,0,0,desktop,(none),Low
1241838344.1774000000,0,1,0,0,desktop,(none),Low
1801262420.1774000000,0,1,0,0,desktop,(none),Low
1536053630.1774000000,0,1,0,0,desktop,referral,Low
758346575.1774220000,0,1,0,0,desktop,(none),Low
234658794.1774270000,0,1,0,0,desktop,(none),Low
466031452.1774290000,0,1,0,0,desktop,(none),Low
1996454520.1774300000,0,1,0,0,desktop,(none),Low
723744041.1774290000,0,1,0,0,desktop,(none),Low
1720772684.1774400000,0,1,0,0,desktop,(none),Low
1154969466.1774400000,0,1,0,0,desktop,(none),Low
188398294.1774430000,0,1,0,0,desktop,(none),Low
276728753.1774430000,0,1,0,0,desktop,(none),Low
1369179282.1774400000,0,1,0,0,desktop,(none),Low
1431146802.1774400000,0,1,0,0,desktop,(none),Low
1032909280.1774400000,0,1,0,0,desktop,(none),Low
1835647588.1774400000,0,1,0,0,desktop,(none),Low
1554026420.1774400000,0,1,0,0,desktop,(none),Low
1452981444.1774400000,0,1,0,0,desktop,(none),Low
566374498.1774430000,0,1,0,0,desktop,(none),Low
1410995018.1774400000,0,1,0,0,desktop,(none),Low
2082280922.1774400000,0,1,0,0,desktop,(none),Low
1178222060.1774400000,0,1,0,0,desktop,(none),Low
667856259.1774430000,0,1,0,0,desktop,(none),Low
1649889159.1774400000,0,1,0,0,desktop,(none),Low
935065195.1774430000,0,1,0,0,desktop,(none),Low
1271763608.1774400000,0,1,0,0,desktop,(none),Low
646093990.1774430000,0,1,0,0,desktop,(none),Low
624957305.1774430000,0,1,0,0,desktop,(none),Low
572273279.1774430000,0,1,0,0,desktop,(none),Low
1387950448.1774400000,0,1,0,0,desktop,(none),Low
161347357.1774430000,0,1,0,0,desktop,(none),Low
1081174230.1774400000,0,1,0,0,desktop,(none),Low
446891816.1774430000,0,1,0,0,desktop,(none),Low
1587005898.1774400000,0,1,0,0,desktop,(none),Low
1632741757.1774400000,0,1,0,0,desktop,(none),Low
608858237.1774430000,0,1,0,0,desktop,(none),Low
1669612126.1774400000,0,1,0,0,desktop,(none),Low
404872841.1774430000,0,1,0,0,desktop,(none),Low
1440994234.1774400000,0,1,0,0,desktop,(none),Low
666675266.1774430000,0,1,0,0,desktop,(none),Low
1132768225.1774400000,0,1,0,0,desktop,(none),Low
238245733.1774440000,0,1,0,0,desktop,(none),Low
615257653.1774440000,0,1,0,0,desktop,(none),Low
1882521727.1774400000,0,1,0,0,desktop,(none),Low
1113442018.1774400000,0,1,0,0,desktop,(none),Low
1634367955.1774400000,0,1,0,0,desktop,(none),Low
1649894438.1774400000,0,1,0,0,desktop,(none),Low
960402984.1774440000,0,1,0,0,desktop,(none),Low
823551968.1774440000,0,1,0,0,desktop,(none),Low
351093966.1774450000,0,1,0,0,desktop,(none),Low
869596296.1774450000,0,1,0,0,desktop,(none),Low
1020309524.1774500000,0,1,0,0,desktop,(none),Low
588315426.1774620000,0,2,0,0,mobile,(none),Low
996268299.1774630000,0,1,0,0,desktop,email,Low
1206837696.1774600000,0,1,0,0,desktop,(none),Low
1341866686.1774600000,0,1,0,0,desktop,(none),Low
1955151902.1774600000,0,1,0,0,desktop,(none),Low
154230500.1774640000,0,1,0,0,desktop,(none),Low
434472209.1774710000,0,2,0,0,desktop,organic,Low
1874190954.1774700000,0,1,0,0,desktop,organic,Low
1975536021.1774900000,0,1,0,0,desktop,(none),Low
537686643.1774910000,0,1,0,0,desktop,(none),Low
1861231271.1775000000,0,6,1,0,desktop,(none),Medium
274838756.1774990000,0,1,0,0,desktop,(none),Low
1047230370.1775000000,0,1,0,0,desktop,(none),Low
289974302.1775050000,0,1,0,0,desktop,(none),Low
335934595.1775130000,0,1,0,0,desktop,organic,Low
345970517.1775140000,0,1,0,0,desktop,(none),Low
869751911.1775140000,0,1,0,0,desktop,(none),Low
1595147407.1775200000,0,1,0,0,desktop,(none),Low
43891433.1775236000,0,1,0,0,desktop,(none),Low
1683640147.1775200000,0,1,0,0,desktop,(none),Low
1499506260.1775300000,0,1,0,0,desktop,(none),Low
1419253767.1773900000,0,1,0,0,desktop,organic,Low
319225676.1774320000,0,3,0,0,desktop,cpc,Low
1578711155.1772000000,0,5,0,0,desktop,(none),Medium
2033850930.1772100000,0,2,0,0,mobile,(none),Low
2101542159.1774300000,0,1,0,0,desktop,organic,Low
77627902.1773501000,0,5,0,0,mobile,(none),Medium
1263837849.1774300000,0,3,0,0,desktop,cpc,Low
2119111627.1774500000,0,1,0,0,desktop,organic,Low
901645429.1773410000,0,1,0,0,mobile,(none),Low
58661555.1773097000,0,5,0,0,mobile,(none),Medium
693926440.1773170000,0,1,1,0,mobile,referral,Low
1197954742.1773900000,0,1,0,0,mobile,organic,Low
31893171.1774455000,0,7,0,0,desktop,(none),Medium
933495172.1774460000,0,9,3,0,desktop,(none),Medium
1637874351.1774900000,0,4,0,0,mobile,cpc,Medium
750405714.1773040000,0,1,0,0,mobile,referral,Low
970779604.1774460000,0,3,0,0,desktop,organic,Low
1247791265.1774000000,0,1,0,0,desktop,organic,Low
143891561.1775090000,0,1,1,1,mobile,(none),Low
1050887568.1773500000,0,2,0,0,mobile,(none),Low
1664125348.1774600000,0,2,0,0,mobile,organic,Low
1896578969.1774500000,0,1,1,0,tablet,organic,Low
2010311807.1774000000,0,2,1,0,desktop,organic,Low
1628082487.1774900000,0,1,0,0,mobile,(none),Low
1959923001.1773900000,0,1,0,0,desktop,(none),Low
660855959.1773920000,0,1,0,0,desktop,(none),Low
478579058.1774010000,0,1,0,0,desktop,(none),Low
1693375462.1774100000,0,1,0,0,desktop,(none),Low
744023343.1774140000,0,1,0,0,desktop,(none),Low
935581224.1774160000,0,1,0,0,desktop,(none),Low
89872625.1774156000,0,1,0,0,desktop,(none),Low
1474516517.1774200000,0,1,0,0,desktop,(none),Low
